siteid,TIMESTAMP,TA_F,SW_IN_F,LW_IN_F,VPD_F,PA_F,P_F,WS_F,TA_F_MDS,SW_IN_F_MDS,LW_IN_F_MDS,VPD_F_MDS,CO2_F_MDS,PPFD_IN,GPP_NT_VUT_REF,USTAR
CH-Dav,2014-05-24,8.598,279.645,254.947,4.614,83.516,0,2.335,8.598,279.645,254.947,4.614,388.211,559.540237748,5.59502,0.448655254762
CH-Dav,2014-05-25,10.03,275.843,282.228,5.289,83.72,0,1.305,10.03,275.843,282.228,5.289,388.114,546.93042973,8.25435,0.364388208889
CH-Dav,2014-05-26,8.546,175.643,304.11,3.593,83.434,0,1.304,8.546,175.643,304.11,3.593,394.537,364.888418469,8.07074,0.36616875
CH-Dav,2014-05-27,5.479,115.08,317.631,1.269,83.234,2.2,2.123,5.479,115.08,317.631,1.269,412.04,230.469807731,5.8267,0.381696533333
CH-Dav,2014-05-28,6.224,202.561,308.542,2.32,83.218,0.3,2.55,6.224,202.561,308.542,2.32,388.333,383.921480102,6.56636,0.407029194872
CH-Dav,2014-05-29,6.398,187.653,313.947,2.265,83.381,0.2,2.59,6.398,187.653,313.947,2.265,384.347,380.619984352,5.31293,0.460238195122
CH-Dav,2014-05-30,5.169,87.601,322.906,0.679,83.609,0.8,2.049,5.169,87.601,322.906,0.679,388.227,178.35319616500001,5.48498,0.38915465
CH-Dav,2014-05-31,6.315,317.426,262.555,3.408,83.659,0,2.088,6.315,317.426,262.555,3.408,384.976,610.101347208,5.86802,0.441178390909
CH-Dav,2014-06-01,7.097,331.044,250.785,4.628,83.74,0,1.933,7.097,331.044,250.785,4.628,382.54,650.814948231,6.25206,0.425371269048
CH-Dav,2014-06-02,6.548,150.193,285.972,3.329,83.677,1.8,1.401,6.548,150.193,285.972,3.329,381.952,306.472455146,6.31776,0.328627533333
CH-Dav,2014-06-03,7.347,186.442,304.909,3.193,83.5,0.4,1.954,7.347,186.442,304.909,3.193,380.939,390.153147323,6.14168,0.388274042105
CH-Dav,2014-06-04,7.886,143.609,318.016,2.941,83.192,9.2,2.044,7.886,143.609,318.016,2.941,389.387,296.237046458,5.89016,0.39412757027
CH-Dav,2014-06-05,7.809,326.752,282.311,2.615,83.499,0.1,2.399,7.809,326.752,282.311,2.615,392.308,642.720002575,6.51648,0.40558347619
CH-Dav,2014-06-06,12.654,336.896,262.608,8.172,83.901,0,1.42,12.654,336.896,262.608,8.172,387.29,666.583297115,6.81008,0.34011572093
CH-Dav,2014-06-07,15.381,338.599,273.754,10.846,84.104,0,1.794,15.381,338.599,273.754,10.846,390.13,669.581752015,5.7907,0.36626134878
CH-Dav,2014-06-08,18.241,336.652,281.829,14.954,84.362,0,2.344,18.241,336.652,281.829,14.954,391.32,660.594386488,6.32289,0.398187997561
CH-Dav,2014-06-09,18.339,250.801,306.794,14.155,84.369,0,2.161,18.339,250.801,306.794,14.155,392.81,501.178627163,4.79232,0.436783875
CH-Dav,2014-06-10,17.222,277.416,302.571,11.328,84.29,0.6,2.048,17.222,277.416,302.571,11.328,393.735,563.117837313,5.82267,0.428415124324
CH-Dav,2014-06-11,14.466,177.188,306.164,5.695,84.501,0.1,1.343,14.466,177.188,306.164,5.695,408.984,370.802145669,4.84008,0.302716916667
CH-Dav,2014-06-12,14.981,294.847,309.327,8.021,84.461,4.3,2.574,14.981,294.847,309.327,8.021,406.663,589.592784165,5.77499,0.502737157895
CH-Dav,2014-06-13,12.408,244.877,316.094,3.999,84.046,2.8,1.902,12.408,244.877,316.094,3.999,410.583,493.422028998,7.12059,0.386116727273
CH-Dav,2014-06-14,10.582,320.06,310.492,3.073,83.612,0,2.712,10.582,320.06,310.492,3.073,398.582,623.276377717,6.5849,0.528128492308
CH-Dav,2014-06-15,8.655,220.063,320.996,2.14,83.572,2,2.664,8.655,220.063,320.996,2.14,393.898,434.649954887,5.48361,0.530625838636
CH-Dav,2014-06-16,9.431,333.024,281.28,4.053,83.582,0,2.721,9.431,333.024,281.28,4.053,378.99,643.092867985,6.20319,0.541895215909
CH-Dav,2014-06-17,8.843,248.991,289.084,4.033,83.56,1.7,2.579,8.843,248.991,289.084,4.033,397.834,490.08686861,6.54309,0.533701512195
CH-Dav,2014-06-18,8.267,222.224,311.439,3.05,83.707,1.1,1.872,8.267,222.224,311.439,3.05,405.42,436.830182312,6.92188,0.387390494286
CH-Dav,2014-06-19,8.847,242.081,319.679,3.104,83.806,1.2,2.422,8.847,242.081,319.679,3.104,409.568,477.091987744,6.41258,0.455612967647
CH-Dav,2014-06-20,8.46,105.655,321.243,2.646,83.708,0.2,1.95,8.46,105.655,321.243,2.646,404.088,213.58881979,4.8518,0.412030555556
CH-Dav,2014-06-21,11.449,340.175,270.78,5.425,83.74,0,2.371,11.449,340.175,270.78,5.425,389.088,659.643446627,5.48038,0.462046146512
CH-Dav,2014-06-22,13.156,249.462,302.203,6.771,84.014,12.1,2.462,13.156,249.462,302.203,6.771,397.907,497.796931794,5.96281,0.518983631579
CH-Dav,2014-06-23,11.202,186.942,326.178,3.311,84.037,23,2.472,11.202,186.942,326.178,3.311,412.945,370.760996417,6.20695,0.400973459459
CH-Dav,2014-06-24,9.515,169.661,344.05,0.726,83.637,7.4,1.826,9.515,169.661,344.05,0.726,443.619,326.830237552,6.8423,0.390748647059
CH-Dav,2014-06-25,8.984,196.743,307.023,2.43,83.26,0.2,1.941,8.984,196.743,307.023,2.43,396.822,381.666806263,8.40046,0.468675455882
CH-Dav,2014-06-26,10.237,306.793,286.435,4.412,83.441,0,2.528,10.237,306.793,286.435,4.412,387.497,607.835057346,7.89345,0.45325352
CH-Dav,2014-06-27,11.381,212.157,299.965,5.292,83.795,0,1.746,11.381,212.157,299.965,5.292,386.738,427.496996396,8.33051,0.323891221429
CH-Dav,2014-06-28,13.676,229.489,318.294,6.881,83.691,0,2.88,13.676,229.489,318.294,6.881,394.624,462.596969232,10.5527,0.644768
CH-Dav,2014-06-29,6.203,34.576,342.4,0.661,83.321,46.6,2.301,6.203,34.576,342.4,0.661,498.136,73.4504753542,3.62007,0.451620243182
CH-Dav,2014-06-30,5.506,207.256,302.617,1.744,83.606,1,1.73,5.506,207.256,302.617,1.744,403.507,393.836528665,5.48016,0.407768505556
CH-Dav,2014-07-02,7.878,84.918,346.05,1.089,84.068,10.1,2.057,7.878,84.918,346.05,1.089,426.688,160.323787271,5.53835,0.33028875625
CH-Dav,2014-07-03,11.232,347.751,256.443,6.392,84.479,0,2.108,11.232,347.751,256.443,6.392,387.306,669.288067933,4.15964,0.351487255556
CH-Dav,2014-07-04,13.315,155.332,311.202,7.062,83.967,1.8,3.234,13.315,155.332,311.202,7.062,418.624,322.052975525,4.27705,0.677129242424
CH-Dav,2014-07-05,11.455,188.445,331.209,2.714,83.615,0.6,1.696,11.455,188.445,331.209,2.714,419.556,370.86034736,5.29461,0.394098448387
CH-Dav,2014-07-06,14.952,231.586,295.515,7.873,83.696,0,2.663,14.952,231.586,295.515,7.873,388.116,463.539111637,3.81011,0.559662710526
CH-Dav,2014-07-07,12.44,185.658,336.1,3.396,83.722,4.8,1.945,12.44,185.658,336.1,3.396,400.701,370.806298108,5.94004,0.406130629412
CH-Dav,2014-07-08,6.935,68.473,342.931,0.873,83.229,20.1,2.272,6.935,68.473,342.931,0.873,498.247,140.288086156,3.43132,0.443302135294
CH-Dav,2014-07-09,5.284,159.3,323.443,1.187,83.12,5.2,2.564,5.284,159.3,323.443,1.187,468.902,305.026440621,4.68871,0.512396588235
CH-Dav,2014-07-10,5.968,151.952,330.983,1.297,83.087,1.1,2.001,5.968,151.952,330.983,1.297,419.484,308.431853273,5.03506,0.356748894737
CH-Dav,2014-07-11,8.293,124.548,346.332,0.845,83.371,17.9,1.336,8.293,124.548,346.332,0.845,474.563,244.09899376,3.66452,0.319373786047
CH-Dav,2014-07-12,10.251,286.657,311.606,2.558,83.459,0.1,2.707,10.251,286.657,311.606,2.558,389.008,559.901668644,4.58665,0.49884685
CH-Dav,2014-07-13,9.529,146.458,349.319,1.147,83.463,3.5,1.78,9.529,146.458,349.319,1.147,443.522,274.268706981,4.41642,0.341995854762
CH-Dav,2014-07-14,10.372,203.858,334.358,2.111,83.696,1.3,1.806,10.372,203.858,334.358,2.111,400.011,384.096480149,7.19567,0.403229086111
CH-Dav,2014-07-15,12.302,331.001,283.921,3.898,84.148,0,2.352,12.302,331.001,283.921,3.898,387.561,649.437087477,5.46568,0.469938584615
CH-Dav,2014-07-19,18.191,303.964,279.093,12.358,84.044,0.5,2.331,18.191,303.964,279.093,12.358,392.676,597.388611227,9.26261,0.441964054054
CH-Dav,2014-07-20,16.723,125.303,330.178,8.596,83.73,0.4,2.774,16.723,125.303,330.178,8.596,391.353,259.676106727,8.52849,0.522936772727
CH-Dav,2014-07-21,9.59,68.437,349.885,0.631,83.446,5.6,2.13,9.59,68.437,349.885,0.631,458.37,140.651205354,11.6156,0.401183295122
CH-Dav,2014-07-22,10.467,71.199,364.792,0.277,83.513,5.8,0.989,10.467,71.199,364.792,0.277,548.66,124.689242808,11.7476,0.27559957381
CH-Dav,2014-07-23,13.123,249.674,321.633,2.291,83.592,0,2.52,13.123,249.674,321.633,2.291,387.881,467.344605167,11.1261,0.450493219512
CH-Dav,2014-07-24,10.716,124.86,316.472,1.683,83.503,10.4,1.546,10.716,124.86,316.472,1.683,423.683,243.08260558999999,11.6922,0.258730829412
CH-Dav,2014-07-25,12.054,307.455,280.749,5.553,83.609,2.6,1.765,12.054,307.455,280.749,5.553,386.039,600.142323196,11.6078,0.361760695556
CH-Dav,2014-07-26,9.289,61.181,342.457,0.465,83.555,17.7,0.858,9.289,61.181,342.457,0.465,480.964,120.938606,9.52742,0.212049687805
CH-Dav,2014-07-27,9.704,94.907,352.813,0.219,83.794,2.3,1.801,9.704,94.907,352.813,0.219,523.311,159.673508354,8.86685,0.376844118919
CH-Dav,2014-07-28,12.759,246.019,326.093,2.804,83.463,1.9,1.598,12.759,246.019,326.093,2.804,389.437,481.537346146,11.1,0.337335002326
CH-Dav,2014-07-29,9.95,156.196,328.876,0.636,83.122,6.9,2.268,9.95,156.196,328.876,0.636,433.03,309.997919417,7.00713,0.419594457143
CH-Dav,2014-07-30,10.163,65.66,339.423,0.536,83.264,8.7,1.569,10.163,65.66,339.423,0.536,530.229,129.648675885,6.59041,0.344111845946
CH-Dav,2014-07-31,12.229,252.162,313.418,1.426,83.612,2.4,2.03,12.229,252.162,313.418,1.426,410.876,455.136133855,8.85025,0.47147852439
CH-Dav,2014-08-01,12.962,168.602,282.773,2.964,83.476,0,1.581,12.962,168.602,282.773,2.964,378.782,343.455519423,8.84419,0.315147694444
CH-Dav,2014-08-02,12.031,140.401,294.556,3.066,83.432,0.6,2.031,12.031,140.401,294.556,3.066,414.464,280.884022669,7.48512,0.419837027778
CH-Dav,2014-08-03,11.826,128.888,299.916,2.695,83.556,0.5,1.633,11.826,128.888,299.916,2.695,389.27,261.962920058,7.31423,0.338761705556
CH-Dav,2014-08-04,11.929,259.543,271.389,4.575,83.862,12.9,2.355,11.929,259.543,271.389,4.575,390.017,517.100179629,6.2573,0.446952710811
CH-Dav,2014-08-05,9.847,208.997,291.885,2.136,83.981,0.1,2.261,9.847,208.997,291.885,2.136,394.99,408.97387284,6.15075,0.439715925
CH-Dav,2014-08-06,10.9,256.437,248.767,4.525,83.865,0,1.883,10.9,256.437,248.767,4.525,379.869,500.494812006,5.2446,0.399279218421
CH-Dav,2014-08-07,11.794,183.359,304.58,3.083,83.811,0.9,1.483,11.794,183.359,304.58,3.083,409.094,359.817055448,7.71097,0.328025415789
CH-Dav,2014-08-08,13.86,225.17,278.316,6.001,83.742,0.1,1.968,13.86,225.17,278.316,6.001,385.32,442.8307668,7.79288,0.3907247475
CH-Dav,2014-08-09,12.837,138.816,291.394,2.591,83.808,3.7,1.657,12.837,138.816,291.394,2.591,424.901,271.737858642,5.55205,0.278897974286
CH-Dav,2014-08-10,15.482,221.071,265.833,7.25,83.768,0.3,3.122,15.482,221.071,265.833,7.25,387.511,440.580784931,7.05703,0.568680025641
CH-Dav,2014-08-11,11.56,47.848,289.349,0.982,83.712,22.5,1.773,11.56,47.848,289.349,0.982,534.493,96.3536129417,2.62417,0.364614855263
CH-Dav,2014-08-12,9.527,237.61,283.755,1.128,83.606,0.6,3.263,9.527,237.61,273.312,1.128,455.675,457.514401879,4.50373,0.482239186047
CH-Dav,2014-08-13,8.788,44.119,293.228,0.674,83.112,44.3,2.158,8.788,44.119,293.228,0.674,443.195,90.2650748625,3.33172,0.418900518421
CH-Dav,2014-08-14,6.858,194.482,317.834,1.566,83.455,0.2,2.428,6.858,194.482,312.723,1.566,387.713,380.155196119,5.7457,0.509948225
CH-Dav,2014-08-15,6.691,161.808,312.125,1.573,83.569,1.1,2.05,6.691,161.808,312.125,1.573,388.02,318.08137274,5.27509,0.398405181081
CH-Dav,2014-08-16,5.659,160.572,309.888,1.592,83.939,0.1,1.94,5.659,160.572,309.763,1.592,380.888,313.461507992,6.64287,0.418344369231
CH-Dav,2014-08-17,8.085,269.925,291.575,4.183,83.773,0,1.961,8.085,269.925,290.485,4.183,378.683,528.026242885,4.73961,0.344549355
CH-Dav,2014-08-18,11.04,263.726,308.695,5.525,83.408,0,2.677,11.04,263.726,296.678,5.525,379.798,517.527539467,5.71621,0.571679694595
CH-Dav,2014-08-19,9.267,152.586,309.62,1.915,83.403,0,2.739,9.267,152.586,309.62,1.915,382.779,299.977852077,4.32242,0.503068609756
CH-Dav,2014-08-20,6.783,137.667,338.351,0.718,83.57,5.9,2.955,6.783,137.667,338.351,0.718,392.562,278.782077642,6.73128,0.443242360526
CH-Dav,2014-08-21,7.525,262.83,288.588,2.667,83.644,0.4,2.566,7.525,262.83,288.588,2.667,378.274,496.539295396,6.29621,0.486865429268
CH-Dav,2014-08-22,8.349,265.654,257.998,2.278,83.599,0,2.494,8.349,265.654,257.998,2.278,361.208,516.177585369,5.95297,0.377481338293
CH-Dav,2014-08-23,8.122,116.62,325.235,2.002,83.587,0.1,2.279,8.122,116.62,325.235,2.002,384.644,232.353007154,4.49404,0.452490157895
CH-Dav,2014-08-24,6.133,252.529,292.339,2.385,83.801,1.5,2.914,6.133,252.529,292.339,2.385,382.821,479.515185196,5.88521,0.535424705
CH-Dav,2014-08-25,7.03,131.887,305.409,2.332,83.687,0,2.021,7.03,131.887,305.409,2.332,380.724,267.951520375,5.99496,0.305683457895
CH-Dav,2014-08-26,9.847,72.525,342.861,1.121,83.273,2.3,1.729,9.847,72.525,342.861,1.121,417.149,142.420004223,3.77333,0.312763333333
CH-Dav,2014-08-27,8.908,137.193,315.077,1.892,83.62,6,1.741,8.908,137.193,315.077,1.892,406.862,258.985238021,3.47553,0.387466027027
CH-Dav,2014-08-28,10.902,260.56,275.777,4.398,83.919,0,2.002,10.902,260.56,275.777,4.398,382.003,510.806765802,4.33467,0.363828123077
CH-Dav,2014-08-29,11.483,192.051,318.192,3.143,84.005,4.1,1.87,11.483,192.051,318.192,3.143,408.537,383.921149806,4.95448,0.37548207
CH-Dav,2014-08-30,11.216,157.377,347.129,1.584,83.99,2.4,1.717,11.216,157.377,347.129,1.584,454.379,306.012986256,5.10997,0.381900046154
CH-Dav,2014-08-31,8.467,94.741,326.654,1.317,83.644,8.9,2.179,8.467,94.741,326.654,1.317,431.017,197.194420556,3.21681,0.3457926925
CH-Dav,2014-09-01,4.617,133.878,322.693,1.111,83.686,9.5,2.177,4.617,133.878,322.693,1.111,443.32,255.650368892,3.52696,0.474159083333
CH-Dav,2014-09-02,5.528,133.107,311.689,1.567,83.821,0.2,1.881,5.528,133.107,311.689,1.567,390.109,259.074583408,3.46135,0.408482404762
CH-Dav,2014-09-03,8.115,137.55,294.451,1.831,83.711,0,1.534,8.115,137.55,294.451,1.831,379.378,277.180592006,5.2695,0.323387386111
CH-Dav,2014-09-04,11.196,111.717,313.15,3.026,83.761,0,1.166,11.196,111.717,313.15,3.026,380.493,228.135733635,5.28894,0.226677763636
CH-Dav,2014-09-05,10.335,78.569,348.452,1.358,83.739,10.1,1.704,10.335,78.569,348.452,1.358,430.543,158.898649844,4.34045,0.265982626471
CH-Dav,2014-09-06,10.761,163.726,334.368,1.688,83.61,0.3,1.248,10.761,163.726,334.368,1.688,387.559,317.013023152,5.93078,0.325064393333
CH-Dav,2014-09-07,12.071,230.681,274.612,4.71,83.702,0,2.025,12.071,230.681,274.612,4.71,385.009,453.660130294,4.75068,0.407107902703
CH-Dav,2014-09-08,12.403,146.965,304.651,4.62,83.922,0.8,1.643,12.403,146.965,304.651,4.62,392.33,281.568382579,4.76687,0.307689451724
CH-Dav,2014-09-09,11.439,141.091,313.362,3.108,83.906,0.2,1.647,11.439,141.091,313.362,3.108,397.444,286.666696181,3.92286,0.33863785
CH-Dav,2014-09-10,9.344,99.573,316.551,1.557,83.613,1.7,1.142,9.344,99.573,316.551,1.557,407.026,194.175370042,4.37409,0.287475314286
CH-Dav,2014-09-11,7.434,148.521,312.254,1.772,83.39,2.6,1.814,7.434,148.521,312.254,1.772,404.543,279.714677383,4.42414,0.437011878788
CH-Dav,2014-09-12,3.687,95.587,327.397,0.612,83.54,5.3,1.578,3.687,95.587,327.397,0.612,458.242,183.857814229,NA,0.332547059459
CH-Dav,2014-09-13,6.428,168.244,321.922,0.906,83.854,0.4,1.826,6.428,168.244,321.922,0.906,468.841,314.648181427,5.31817,0.371877675676
CH-Dav,2014-09-14,8.762,217.949,274.262,2.471,83.737,0,2.429,8.762,217.949,274.262,2.471,386.005,432.63158335,5.75706,0.433608475
CH-Dav,2014-09-15,10.563,200.123,300.48,3.337,83.675,1.3,2.141,10.563,200.123,300.48,3.337,393.75,396.530271569,6.37943,0.387895909302
CH-Dav,2014-09-16,10.05,162.198,331.665,2.675,83.705,2.2,1.571,10.05,162.198,331.665,2.675,394.849,271.973277809,5.58991,0.240810514286
CH-Dav,2014-09-17,11.203,176.004,281.425,4.567,83.623,0.1,1.556,11.203,176.004,281.425,4.567,390.838,330.144069994,7.20567,0.347095214286
CH-Dav,2014-09-18,11.163,95.563,295.698,4.288,83.684,0,2.171,11.163,95.563,295.698,4.288,390.928,199.805809631,5.63527,0.413477871053
CH-Dav,2014-09-19,11.302,88.412,306.203,3.674,83.862,0.2,2.359,11.302,88.412,306.203,3.674,392.642,180.597437388,4.69916,0.337676225806
CH-Dav,2014-09-20,10.718,105.211,309.559,2.885,83.873,4,1.577,10.718,105.211,309.559,2.885,404.879,213.291779542,3.84986,0.332167381818
CH-Dav,2014-09-21,9.116,124.15,332.786,1.85,83.767,2,1.7,9.116,124.15,332.786,1.85,409.477,245.043276231,2.86249,0.3389288
CH-Dav,2014-09-22,5.233,160.035,289.647,2.181,83.677,2.6,2.798,5.233,160.035,289.647,2.181,415.642,293.353415272,3.40202,0.537327805556
CH-Dav,2014-09-23,4.655,208.484,218.252,3.713,83.721,0,1.498,4.655,208.484,218.252,3.713,385.328,398.573417702,3.97635,0.266838487179
CH-Dav,2014-09-24,7.602,168.451,262.55,3.995,83.49,0,1.963,7.602,168.451,262.55,3.995,384.61,334.345082621,3.99262,0.368068756757
CH-Dav,2014-09-25,4.885,122.247,278.319,1.711,83.835,0.4,2.229,4.885,122.247,278.319,1.711,388.649,235.41547424,3.7145,0.4087706
CH-Dav,2014-09-26,6.394,113.052,285.892,4.698,84.341,0,1.451,6.394,113.052,285.892,4.698,382.611,225.786681869,4.39176,0.256522097297
CH-Dav,2014-09-27,10.168,194.382,257.506,4.18,84.549,0,1.844,10.168,194.382,257.506,4.18,387.706,387.368907619,3.48587,0.315894387805
CH-Dav,2014-09-28,12.143,190.645,259.917,5.502,84.586,0,1.738,12.143,190.645,259.917,5.502,388.352,377.483473631,4.21096,0.30328895
CH-Dav,2014-09-29,10.726,189.526,247.849,6.031,84.604,0,1.781,10.726,189.526,247.849,6.031,388.974,369.401524288,4.00515,0.315989181081
CH-Dav,2014-09-30,8.95,66.886,325.981,2.579,84.563,1.4,1.26,8.95,66.886,325.981,2.579,421.147,137.9053475,3.35227,0.253599619048
CH-Dav,2014-10-01,8.601,85.67,329.144,0.709,84.494,2.2,1.505,8.601,99.262,329.144,0.709,432.115,164.270040183,4.0244,0.337167166667
CH-Dav,2014-10-02,7.883,184.578,274.488,2.104,84.522,0,1.666,7.883,184.578,274.488,2.104,388.131,358.024488721,3.36145,0.338838084211
CH-Dav,2014-10-03,8.381,177.928,260.623,2.81,84.237,0,1.859,8.381,177.928,260.623,2.81,381.118,350.932864848,3.1804,0.302513220513
CH-Dav,2014-10-04,8.373,177.933,250.822,3.461,83.794,0,1.943,8.373,177.933,250.822,3.461,390.782,347.171031708,3.45241,0.333697834146
CH-Dav,2014-10-05,7.962,108.869,311.994,2.046,83.593,0.3,1.343,7.962,108.869,311.994,2.046,395.397,214.480328979,3.19102,0.285538385714
CH-Dav,2014-10-06,7.753,112.095,266.889,3.697,83.408,0,2.441,7.753,112.095,266.889,3.697,393.219,221.695870715,3.91171,0.531717058824
CH-Dav,2014-10-07,7.773,61.964,290.176,3.475,83.46,0,2.351,7.773,61.964,290.176,3.475,391.372,127.817163417,1.55411,0.430509076923
CH-Dav,2014-10-08,11.093,138.159,293.254,5.287,83.609,0,3.251,11.093,138.159,293.254,5.287,392.021,273.916725492,3.54738,0.620588325581
CH-Dav,2014-10-09,11.33,140.545,279.449,6.327,83.682,0,2.654,11.33,140.545,279.449,6.327,390.961,280.502820227,4.1264,0.539631315789
CH-Dav,2014-10-10,12.113,98.105,309.229,5.888,83.742,0,2.459,12.113,98.105,309.229,5.888,390.825,198.57679175,4.25162,0.463794
CH-Dav,2014-10-11,8.515,35.775,327.637,1.378,83.687,5,2.271,8.515,35.775,327.637,1.378,419.163,73.6836036875,2.34348,0.349297793103
CH-Dav,2014-10-12,10.226,127.351,277.785,4.346,83.593,0,3.024,10.226,127.351,277.785,4.346,389.633,250.38644025,2.59927,0.481482560976
CH-Dav,2014-10-13,8.188,21.323,340.715,0.919,83.28,10.8,1.382,8.188,21.323,340.715,0.919,473.476,44.8288695979,0.801193,0.332161805556
CH-Dav,2014-10-14,6.426,87.32,310.677,1.256,83.263,4.5,1.745,6.426,87.32,310.677,1.256,420.684,168.183756392,2.33435,0.264967486486
CH-Dav,2014-10-15,7.247,88.09,326.418,1.242,83.11,1.1,1.268,7.247,88.09,326.418,1.242,405.801,168.344652664,2.22998,0.2657195
CH-Dav,2014-10-16,8.117,48.537,312.632,1.756,83.321,0.1,1.132,8.117,48.537,312.632,1.756,395.826,100.012929208,3.91035,0.251246885714
CH-Dav,2014-10-17,8.328,91.006,289.109,1.797,83.699,2.6,2.157,8.328,91.006,289.109,1.797,395.866,174.572775008,3.36509,0.377062636364
CH-Dav,2014-10-18,9.86,146.787,242.018,6.144,84.33,0,1.411,9.86,146.787,242.018,6.144,390.998,290.41442384,2.46915,0.191326040625
CH-Dav,2014-10-19,11.085,146.444,243.629,7.084,84.458,0,1.812,11.085,146.444,243.629,7.084,391.13,286.944766356,1.9636,0.317736918605
CH-Dav,2014-10-20,11.198,90.654,293.987,6.2,84.153,0,1.456,11.198,90.654,293.987,6.2,389.404,182.290978254,2.58279,0.262390002857
CH-Dav,2014-10-21,6.865,101.65,322.308,1.225,83.401,10.1,2.553,6.865,101.65,322.308,1.225,452.079,198.538028477,3.06008,0.559752740625
CH-Dav,2014-10-22,-2.369,27.987,293.333,0.765,83.312,10.5,6.114,-2.369,27.987,293.333,0.765,390.152,65.0034143333,1.79019,0.826522583333
CH-Dav,2014-10-23,-1.557,39.807,288.148,0.654,83.781,2,2.901,-1.557,39.807,288.148,0.654,381.539,92.5938401875,2.19199,0.512789279487
CH-Dav,2014-10-24,-0.697,144.377,198.536,0.853,83.785,0,1.135,-0.697,144.377,198.536,0.853,396.7,278.306469623,2.65454,0.21563111875
CH-Dav,2014-10-25,2.671,62.152,305.989,1.046,83.902,2,0.568,2.671,62.152,305.989,1.046,418.362,137.988105177,1.86209,0.159737663889
CH-Dav,2014-10-26,3.822,137.129,268.29,1.212,84.235,0.4,0.918,3.822,137.129,268.29,1.212,400.958,250.141650125,1.78692,0.172410280952
CH-Dav,2014-10-27,3.569,137.685,204.693,3.931,84.131,0,1.225,3.569,137.685,204.693,3.931,393.289,263.26727906,2.36898,0.186709920513
CH-Dav,2014-10-28,3.761,133.537,207.591,4.174,83.746,0,1.235,3.761,133.537,207.591,4.174,395.156,258.921531923,2.04563,0.198122580556
CH-Dav,2014-10-29,2.637,130.097,204.417,3.218,83.738,0,1.246,2.637,130.097,204.417,3.218,394.626,251.922621102,2.01651,0.239309021053
CH-Dav,2014-10-30,4.026,58.807,261.783,4.094,84.222,0,0.985,4.026,58.807,261.783,4.094,392.352,123.816290602,2.48277,0.199618871053
CH-Dav,2014-10-31,5.889,89.782,244.505,3.492,84.423,0,1.317,5.889,89.782,244.505,3.492,391.931,160.616200091,3.24354,0.246309
CH-Dav,2014-11-01,7.184,119.17,230.76,5.066,84.279,0,1.605,7.184,119.17,230.76,5.066,391.641,235.160504956,4.21771,0.269958763158
CH-Dav,2014-11-02,6.782,101.455,228.597,4.889,83.944,0,1.731,6.782,101.455,228.597,4.889,391.115,202.5464659,4.92214,0.284370608696
CH-Dav,2014-11-03,6.252,92.234,251.013,4.743,83.263,0,3.045,6.252,92.234,251.013,4.743,393.101,183.28766096,2.60402,0.663867157895
CH-Dav,2014-11-04,8.056,70.791,289.445,5.242,82.217,0,4.083,8.056,70.791,289.445,5.242,392.28,147.118020313,2.891,1.30155283871
CH-Dav,2014-11-05,1.9,12.919,322.405,0.347,82.161,11.5,2.682,1.9,12.919,322.405,0.347,462.909,28.3367903479,0.523958,0.431780224324
CH-Dav,2014-11-06,-1.128,28.712,301.425,0.106,82.863,7,1.1,-1.128,35.784,301.425,0.106,429.361,14.4071194812,NA,0.264814261538
CH-Dav,2014-11-07,1.961,73.782,284.77,0.279,82.948,0,0.836,1.961,73.782,284.77,0.279,393.759,136.870567027,3.43598,0.2136553325
CH-Dav,2014-11-08,1.925,106.342,252.348,0.754,83.198,0,1.174,1.925,106.342,252.348,0.754,392.841,203.680079331,3.19676,0.264649114706
