date,GPP_NT_VUT_REF,n_datapoints,n_measured,SW_IN_F,f_measured
2006-02-09,-1.2525549375,48,0,23.305104166666666,0
2006-02-10,1.8834443333333333,48,8,47.9730625,0.16666666666666666
2006-02-11,2.2589219375000003,48,20,128.8709375,0.4166666666666667
2006-02-12,2.3038666458333332,48,3,31.18875,0.0625
2006-02-13,1.7840765833333334,48,0,98.27389583333333,0
2006-02-14,-0.902631625,48,1,70.02522916666666,0.020833333333333332
2006-02-15,-0.45408875,48,5,11.2005,0.10416666666666667
2006-02-16,-0.37187960416666666,48,3,33.27891666666667,0.0625
2006-02-17,1.0855852708333333,48,14,21.414875000000002,0.2916666666666667
2006-02-18,-0.4594155208333333,48,25,61.1995,0.5208333333333334
2006-02-19,-0.834076125,48,22,67.42745833333333,0.4583333333333333
2006-02-20,0.6489972291666667,48,12,84.93627083333334,0.25
2006-02-21,0.8318175416666667,48,0,128.99760416666666,0
2006-02-22,1.199415625,48,0,11.262729166666666,0
2006-02-23,3.0729837916666667,48,12,23.505666666666666,0.25
2006-02-24,1.8811083541666667,48,22,21.323729166666666,0.4583333333333333
2006-02-25,1.9772160833333334,48,6,24.081166666666665,0.125
2006-02-26,1.9161187291666666,48,2,34.2893125,0.041666666666666664
2006-02-27,4.2382255833333335,48,27,171.56808333333333,0.5625
2006-02-28,0.14902091666666667,48,7,55.99972916666667,0.14583333333333334
2006-03-01,1.1836822083333334,48,11,105.373,0.22916666666666666
2006-03-02,0.7285432916666666,48,8,47.935583333333334,0.16666666666666666
2006-03-03,1.08786175,48,5,65.5854375,0.10416666666666667
2006-03-04,1.1503884166666667,48,0,24.366541666666667,0
2006-03-05,0.5675421458333333,48,8,58.156020833333336,0.16666666666666666
2006-03-06,1.21128675,48,4,49.983583333333335,0.08333333333333333
2006-03-07,1.4211242291666666,48,8,136.393375,0.16666666666666666
2006-03-08,1.2708717708333332,48,1,22.162416666666665,0.020833333333333332
2006-03-09,-3.2811119583333337,48,7,71.8238125,0.14583333333333334
2006-03-10,2.7418740208333334,48,6,91.3363125,0.125
2006-03-11,-0.3739039375,48,3,48.34125,0.0625
2006-03-12,2.3884733333333332,48,3,114.93375,0.0625
2006-03-13,2.3140532499999997,48,14,126.182875,0.2916666666666667
2006-03-14,2.9371297291666667,48,24,194.44777083333332,0.5
2006-03-15,3.529950895833333,48,38,191.03847916666666,0.7916666666666666
2006-03-16,1.6139697708333334,48,17,68.75697916666667,0.3541666666666667
2006-03-17,2.2887292500000003,48,30,152.80175,0.625
2006-03-18,3.024036833333333,48,40,134.7703125,0.8333333333333334
2006-03-19,3.8955872916666667,48,17,210.19279166666666,0.3541666666666667
2006-03-20,2.2423479166666667,48,10,203.2636875,0.20833333333333334
2006-03-21,0.8777229375,48,1,94.34041666666667,0.020833333333333332
2006-03-22,3.8749008958333335,48,6,150.26539583333334,0.125
2006-03-23,3.0128103541666666,48,7,86.26766666666667,0.14583333333333334
2006-03-24,0.08441720833333337,48,9,59.447375,0.1875
2006-03-25,-0.5366335833333333,48,17,123.24416666666667,0.3541666666666667
2006-03-26,-0.5575351875,48,16,154.00604166666668,0.3333333333333333
2006-03-27,-0.8643637083333333,48,17,132.556,0.3541666666666667
2006-03-28,2.6490000416666666,48,6,16.844520833333334,0.125
2006-03-29,3.2184713958333333,48,10,107.479,0.20833333333333334
2006-03-30,1.5248942708333333,48,11,19.961291666666668,0.22916666666666666
2006-03-31,2.436173145833333,48,19,184.922875,0.3958333333333333
2006-04-01,3.0169265208333336,48,11,191.48004166666666,0.22916666666666666
2006-04-02,2.5302574166666667,48,18,152.633625,0.375
2006-04-03,3.8499415833333335,48,18,171.908375,0.375
2006-04-04,4.454088770833334,48,12,223.45689583333333,0.25
2006-04-05,1.8253637708333332,48,1,16.550166666666666,0.020833333333333332
2006-04-06,5.767670541666667,48,22,212.2241875,0.4583333333333333
2006-04-07,4.802788708333333,48,9,262.7902291666667,0.1875
2006-04-08,3.6819418125,48,15,264.9986875,0.3125
