TIMESTAMP,GPP_NT_VUT_REF,TA_F,SW_IN_F,VPD_F
2000-06-08,10.7813,9.959,339.173,5.009
2000-06-09,10.3258,11.998,327.995,7.511
2000-06-10,8.57933,11.681,242.767,7.013
2000-06-11,8.79985,10.944,136.257,5.601
2000-06-12,6.66641,9.49,247.659,1.315
2000-06-13,9.15812,12.375,245.389,5.846
2000-06-14,6.49037,9.472,251.724,2.194
2000-06-15,5.1201,8.617,155.323,1.482
2000-06-16,6.7786,7.143,267.24,2.391
2000-06-17,8.84214,6.881,352.309,4.324
2000-06-18,7.90525,10.334,348.99,8.295
2000-06-19,8.184,13.4,340.474,9.247
2000-06-20,7.39973,14.751,337.111,9.928
2000-06-21,8.17277,14.275,339.711,8.753
2000-06-22,8.56614,12.687,310.367,5.077
2000-06-23,5.93768,7,108.09,0.361
2000-06-24,4.64674,4.741,116.213,0.573
2000-06-25,8.44704,3.188,211.547,1.162
2000-06-26,5.40692,3.761,263.12,2.613
2000-06-27,5.62941,6.794,332.703,4.784
2000-06-28,2.28114,6.376,83.65,1.323
2000-06-29,5.39352,5.575,117.891,1.903
2000-06-30,6.3984,8.911,284.785,3.656
2000-07-01,6.81003,11.167,243.724,4.965
2000-07-02,8.04717,14.712,321.686,9.2
2000-07-03,7.0299,15.45,257.549,8.975
2000-07-04,2.93616,8.994,115.849,2.001
2000-07-05,7.66839,8.71,335.048,2.423
2000-07-06,7.71944,11.288,340.89,4.482
2000-07-07,5.20151,12.592,280.755,6.24
2000-07-08,4.64407,6.334,148.318,1.005
2000-07-09,4.94945,4.223,172.21,1.688
2000-07-10,3.90571,7.707,152.695,3.288
2000-07-11,3.30979,2.351,153.3,0.617
2000-07-12,5.66056,1.939,176.064,0.452
2000-07-13,7.17832,2.856,220.315,2.02
2000-07-14,5.16199,3.887,116.599,0.615
2000-07-15,7.47134,1.901,180.449,1.1
2000-07-16,6.59473,1.759,250.084,1.046
2000-07-17,5.02443,3.785,192.259,2.052
2000-07-18,6.18633,5.888,333.39,3.311
2000-07-19,4.54146,6.399,162.143,2.69
2000-07-20,5.40163,6.983,308.36,3.353
2000-07-21,7.42689,7.799,345.929,4.143
2000-07-22,5.81149,9.793,319.925,5.668
2000-07-23,6.43687,11.528,167.051,4.625
2000-07-24,3.25487,10.117,70.624,1.124
2000-07-25,5.43219,9.35,256.284,3.26
2000-07-26,5.89176,8.004,168.261,1.284
2000-07-27,5.78482,10.211,275.764,3.674
2000-07-28,4.46569,6.708,126.572,1.029
2000-07-29,6.54097,5.081,162.468,0.99
2000-07-30,8.34507,5.685,180.439,1.331
2000-07-31,6.39403,8.344,312.581,4.72
2000-08-01,6.72415,11.714,308.57,7.261
2000-08-02,6.08291,11.435,207.093,4.577
2000-08-03,4.92149,8.449,87.257,0.621
2000-08-04,4.07722,6.475,68.79,0.372
2000-08-05,4.43219,5.974,78.612,0.363
2000-08-06,2.28978,6.689,54.313,0.197
2000-08-07,6.15097,7.126,153.265,0.968
2000-08-08,6.84682,9.115,160.257,2.299
2000-08-09,7.97986,9.417,226.167,3.239
2000-08-10,9.3459,11.528,252.165,4.632
2000-08-11,8.22266,12.896,289.033,7.082
2000-08-12,8.88214,12.765,261.381,5.47
2000-08-13,8.72372,12.134,248.419,6.478
2000-08-14,8.70176,12.285,274.186,5.069
2000-08-15,8.59223,12.912,261.132,5.498
2000-08-16,9.15783,13.412,268.882,3.715
2000-08-17,8.37257,13.305,209.74,6.032
2000-08-18,6.14897,13.857,244.248,6.393
2000-08-19,5.62583,15.498,267.973,9.92
2000-08-20,6.42948,15.63,257.53,10.867
2000-08-21,6.80225,14.367,216.458,8.655
2000-08-22,4.77869,8.549,228.275,1.379
2000-08-23,6.86297,10.882,262.214,4.764
2000-08-24,6.00799,12.272,261.8,6.949
2000-08-25,6.19988,11.422,259.016,7.98
2000-08-26,6.76999,14,253.765,11.493
2000-08-27,5.69692,9.023,101.062,2.371
2000-08-28,7.11159,7.053,206.877,1.605
2000-08-29,6.09749,7.676,240.802,2.667
2000-08-30,6.14896,8.6,126.749,2.492
2000-08-31,2.91608,7.387,39.806,0.16
2000-09-01,5.80809,7.757,206.39,1.454
2000-09-02,4.2194,4.698,105.17,0.434
2000-09-03,5.73527,3.936,122.767,0.994
2000-09-04,6.00317,2.395,131.405,0.654
2000-09-05,5.22373,2.479,140.858,1.22
2000-09-06,5.73454,4.893,158.049,3.352
2000-09-07,4.53472,4.938,161.118,1.814
2000-09-08,5.02378,5.184,238.44,3.175
2000-09-09,5.91177,9.485,232.37,6.822
2000-09-10,5.20595,10.631,226.094,5.871
2000-09-11,6.06991,10.634,224.077,4.303
2000-09-12,5.9025,10.581,203.208,5.439
2000-09-13,3.34913,8.165,80.764,1.936
2000-09-14,6.21249,9.267,204.161,4
2000-09-15,6.03449,10.774,209.268,5.469
2000-09-16,4.15884,7.819,80.403,2.647
2000-09-17,5.74925,4.443,174.244,1.75
2000-09-18,5.97499,6.218,189.759,3.065
2000-09-19,4.90253,7.531,95.981,3.879
2000-09-20,5.56204,11.159,111.511,5.969
2000-09-21,2.38125,2.885,48.874,0.35
2000-09-22,3.99152,2.936,110.63,1.973
2000-09-23,4.41643,6.041,204.299,3.605
2000-09-24,4.22637,7.14,201.827,3.968
2000-09-25,5.82933,7.254,176.948,3.246
2000-09-26,4.69194,8.038,187.083,3.514
2000-09-27,5.34561,8.482,188.736,3.553
2000-09-28,5.53608,8.006,162.554,4.241
2000-09-29,4.79899,8.011,176.249,5.359
2000-09-30,5.79857,8.59,89.184,3.549
2000-10-01,3.35375,5.492,77.702,0.346
2000-10-02,3.70243,3.718,67.181,0.374
2000-10-03,3.93876,1.858,133.454,0.478
2000-10-04,3.8648,4.937,161.26,1.874
2000-10-05,3.65331,5.152,75.455,0.856
2000-10-06,3.24388,1.439,50.15,0.251
2000-10-07,3.92772,-1.161,60.944,0.655
2000-10-08,4.09122,-0.149,129.303,0.934
2000-10-09,4.17394,0.753,132.669,1.404
2000-10-10,3.15536,1.645,53.225,1.608
2000-10-11,3.75917,3.489,55.772,2.255
2000-10-12,2.36115,4.674,44.559,0.573
2000-10-13,5.73703,8.719,76.881,3.991
2000-10-14,4.93635,8.933,55.678,4.369
2000-10-15,6.71152,10.534,66.348,6.607
2000-10-16,3.08015,5.038,70.716,4.164
2000-10-17,3.37947,2.43,65.395,0.714
2000-10-18,2.63657,2.584,62.421,0.939
2000-10-19,1.6463699999999999,4.025,69.759,2.041
2000-10-20,4.65438,5.259,123.025,2.84
2000-10-21,2.69164,4.71,137.762,3.116
2000-10-22,1.75814,4.446,137.683,3.877
2000-10-23,2.68393,5.137,136.322,4.657
2000-10-24,2.21594,3.667,106.128,3.023
2000-10-25,2.36861,4.081,130.305,3.102
2000-10-26,1.49408,2.284,53.264,1.743
2000-10-27,1.98643,1.373,41.1,0.466
2000-10-28,3.27307,4.573,127.042,3.996
2000-10-29,1.97469,2.641,125.073,2.737
2000-10-30,4.97042,4.13,97.942,3.655
2000-10-31,0.903818,1.85,22.944,1.346
2000-11-01,1.98514,-2.362,134.261,0.786
2000-11-02,2.93755,-0.498,105.143,1.696
2000-11-03,4.04678,1.07,76.652,1.445
2000-11-04,2.01788,-3.011,80.6,0.411
2000-11-05,1.13336,-2.636,119.856,1.636
2000-11-06,1.53727,0.561,49.867,2.157
2000-11-07,2.11448,-0.988,99.31,0.988
2000-11-08,1.53699,-1.895,87.532,0.904
2000-11-09,1.69782,-2.005,85.354,1.17
2000-11-10,0.461019,-2.947,99.865,1.033
2000-11-11,0.141511,-2.786,108.314,2.182
2000-11-12,1.27333,0.612,93.118,2.845
2000-11-13,2.09672,4.502,54.606,3.317
2000-11-14,0.185451,1.072,16.689,0.64
2000-11-15,1.05828,-1.218,71.662,0.315
2000-11-16,0.746617,-0.401,66.01,0.57
2000-11-17,0.0824018,-0.381,34.148,1.109
2000-11-18,1.19493,-1.644,71.95,1.065
2000-11-19,0.722967,-2.956,96.948,0.831
2000-11-20,0.505221,-2.078,58.227,0.471
2000-11-21,0.294468,-2.124,61.703,0.299
2000-11-22,1.09496,-0.942,70.45,1.055
2000-11-23,1.94183,1.201,60.574,1.651
2000-11-24,0.92903,-0.751,30.748,0.681
2000-11-25,1.32085,-2.381,45.952,0.38
2000-11-26,0.528816,-2.686,50.788,0.72
2000-11-27,0.602103,-3.03,67.296,1.022
2000-11-28,0.674088,0.729,77.996,1.058
2000-11-29,0.136582,3.651,74.668,4.896
2000-11-30,-0.0158238,2.12,73.252,3.853
2000-12-01,1.32166,2.835,73.169,3.898
2000-12-02,-0.0940304,1.964,48.382,2.65
2000-12-03,-0.254762,0.082,50.476,1.043
2000-12-04,0.531103,0.688,70.661,1.966
2000-12-05,-0.941201,0.855,74.664,3.373
2000-12-06,0.434961,1.174,52.642,3.095
2000-12-07,1.14412,1.944,45.146,2.248
2000-12-08,0.342785,3.748,47.383,3.097
2000-12-09,0.439896,0.694,45.879,0.393
2000-12-10,0.593642,-0.92,52.168,1
2000-12-11,0.324788,1.484,66.574,3.353
2000-12-12,1.12581,2.274,49.687,3.779
2000-12-13,1.15799,1.996,62.006,3.211
2000-12-14,0.636992,-0.993,33.107,2.676
2000-12-15,0.0219622,-2.771,30.763,0.784
2000-12-16,0.225967,-4.279,41.38,0.73
2000-12-17,-0.399296,-3.788,46.832,0.61
2000-12-18,-1.00126,-4.013,66.186,1.653
2000-12-19,1.04737,-1.24,34.538,1.299
2000-12-20,0.814647,-1.007,57.245,2.675
2000-12-21,0.781963,-1.886,71.143,2.616
2000-12-22,-0.0475839,-2.409,74.383,4.044
2000-12-23,0.190363,-2.429,74.009,4.119
2000-12-24,0.860623,-1.77,61.47,3.57
2000-12-25,0.0565061,-1.196,44.906,1.295
2000-12-26,0.242048,-2.135,73.079,0.998
2000-12-27,-0.651374,-2.418,53.006,1.944
2000-12-28,-0.0643017,-3.275,26.192,0.785
2000-12-29,-0.63569,-4.108,33.679,0.708
2000-12-30,-0.775543,-6.833,72.752,0.653
2000-12-31,-0.735876,-7.952,80.824,1.079
2001-01-01,-0.958103,-1.465,61.674,2.987
2001-01-02,-0.204508,-0.243,34.291,1.69
2001-01-03,-0.148735,-4.195,56.414,0.516
2001-01-04,-0.197982,-2.576,31.163,1.205
2001-01-05,-0.0858985,-3.073,42.23,1.119
2001-01-06,-0.305709,-2.875,26.109,1.037
2001-01-07,-0.27934,-2.683,18.815,1.053
2001-01-08,-0.37854,-2.659,18.894,1.032
2001-01-10,0.50571,-2.523,41.53,0.988
2001-01-11,0.801827,-1.56,44.386,0.618
2001-01-12,2.14551,-0.714,39.769,0.343
2001-01-13,0.933486,-2.695,75.639,0.687
2001-01-14,0.292904,-5.186,90.478,1.37
2001-01-15,-0.157732,-5.936,93.056,2.271
2001-01-16,-0.581229,-7.724,93.964,2.075
2001-01-17,-1.42834,-5.118,80.826,2.08
2001-01-18,-0.610266,-4.192,56.571,0.779
2001-01-19,0.285541,-4.215,88.343,1.789
2001-01-20,-1.2566,-3.178,60.403,1.474
2001-01-21,-0.256081,-4.679,95.476,1.628
2001-01-22,-0.745582,-1.79,92.341,2.139
2001-01-23,-0.516139,-1.472,69.858,1.802
2001-01-24,-0.0730247,0.035,32.32,1.805
2001-01-25,-1.09073,-2.234,63.458,0.426
2001-01-26,-0.508857,-3.598,65.981,0.478
2001-01-27,-0.600912,-4.133,48.271,0.836
2001-01-28,-0.900893,-4.854,98.629,1.735
2001-01-29,-0.687985,-4.347,101.381,1.343
2001-01-30,-0.159934,-5.143,57.377,0.662
2001-01-31,0.109156,-7.03,98.488,0.65
2001-02-01,0.73694,-7.707,89.695,0.693
2001-02-02,0.855196,-8.93,112.131,0.9
2001-02-03,0.871009,-3.809,39.974,0.329
2001-02-04,1.02515,-1.283,101.077,0.65
2001-02-05,1.03663,-0.413,102.093,1.895
2001-02-06,1.66308,0.96,91.822,2.708
2001-02-07,1.73071,1.848,107.834,3.247
2001-02-08,0.0922018,1.091,68.537,2.738
2001-02-09,1.25027,-2.4,51.775,0.279
2001-02-10,1.01437,-3.894,94.295,0.683
2001-02-11,0.831103,-1.96,132.505,2.152
2001-02-12,0.302185,1.505,121.785,3.931
2001-02-13,-0.0933514,0.067,114.19,2.232
2001-02-14,0.394105,-0.492,141.16,1.858
2001-02-15,0.38329,0.656,140.488,4.058
2001-02-16,0.306889,0.67,142.692,3.974
2001-02-17,-0.379551,-3.479,59.402,0.39
2001-02-18,0.105312,-4.023,151.242,1.053
2001-02-19,0.246397,-2.986,151.053,2.959
2001-02-20,1.2543,-4.105,88.337,1.011
2001-02-21,3.21517,-3.378,90.344,1.491
2001-02-22,1.80986,-3.239,14.96,0.237
2001-02-23,0.945989,-3.044,70.388,0.67
2001-02-24,0.505951,-6.439,122.195,0.711
2001-02-25,2.6646,-9.325,145.767,0.753
2001-02-26,4.10329,-10.438,131.315,0.714
2001-02-27,7.73736,-7.939,159.938,1.582
2001-02-28,6.32773,-4.966,120.803,1.656
2001-03-01,4.83205,-5.736,184.123,1.719
2001-03-02,7.44113,-4.736,126.816,1.437
2001-03-03,5.58099,-0.359,138.55,1.761
2001-03-04,5.16911,0.115,126.582,1.25
2001-03-05,1.07805,-1.558,166.431,0.661
2001-03-06,4.58368,-0.597,182.161,3.087
2001-03-07,7.44544,2.468,102.828,3.503
2001-03-08,8.93239,2.93,101.011,2.702
2001-03-09,3.09194,-0.927,111.248,0.374
2001-03-10,5.98132,-0.596,113.772,1.432
2001-03-11,6.54491,1.278,125.156,1.799
2001-03-12,8.73582,2.553,125.179,2.399
2001-03-13,2.44325,-2.362,169.71,0.979
2001-03-14,2.25468,-2.618,105.401,0.493
2001-03-15,4.57184,-0.723,132.161,0.645
2001-03-16,8.23176,2.048,204.237,2.864
2001-03-17,7.52484,0.711,103.517,1.354
2001-03-18,5.82972,0.461,183.697,1.728
2001-03-19,1.54616,-1.411,205.389,0.925
2001-03-20,4.87341,-0.458,136.964,1.348
2001-03-21,5.98548,0.998,91.551,0.611
2001-03-22,5.96375,1.291,105.329,1.257
2001-03-23,6.90224,3.58,212.946,2.976
2001-03-24,3.37445,6.322,184.749,5.584
2001-03-25,1.25512,0.838,72.724,0.737
2001-03-26,1.90282,-0.944,196.311,0.649
2001-03-27,2.43041,-1,192.128,1.288
2001-03-28,1.93053,-0.329,136.6,2.289
2001-03-29,2.8959,0.069,144.667,2.212
2001-03-30,0.366195,-2.71,70.676,0.385
2001-03-31,1.47561,-1.955,209.639,0.89
2001-04-01,2.50761,0.406,252.792,3.973
2001-04-02,3.93843,3.289,245.003,5.805
2001-04-03,3.39424,2.562,228.524,3.999
2001-04-04,5.53239,1.365,175.21,2.865
2001-04-05,1.56229,-3.542,182.888,0.758
2001-04-06,2.95212,-0.284,235.264,2.126
2001-04-07,1.95426,-1.333,52.018,0.531
2001-04-08,1.74517,-2.528,195.531,0.546
2001-04-09,1.75704,-2.204,157.63,0.748
2001-04-10,2.12371,-1.109,111.927,0.408
2001-04-11,1.98224,-2.234,152.513,0.531
2001-04-12,2.35714,-1.834,123.166,0.617
2001-04-13,0.687264,-3.692,173.549,1.194
2001-04-14,0.642761,-5.012,215.81,0.94
2001-04-15,0.872855,-2.546,84.656,0.558
2001-04-16,0.987044,-2.56,183.246,0.65
2001-04-17,1.02421,-3.304,213.355,0.961
2001-04-18,0.699602,-1.854,208.012,1.859
2001-04-19,0.893298,-3.013,174.06,0.482
2001-04-20,0.595577,-4.382,154.869,0.546
2001-04-21,0.609976,-4.552,194.781,0.638
2001-04-22,0.682617,-3.92,181.089,0.688
2001-04-23,0.762299,-1.951,289.121,2.254
2001-04-24,1.94129,1.234,237.051,3.44
2001-04-25,3.61332,2.463,113.908,2.569
2001-04-26,4.03411,-1.145,245.243,1.503
2001-04-27,5.77712,1.535,189.464,3.534
2001-04-28,6.89256,2.823,250.099,3.706
2001-04-29,6.91308,4.584,178.187,4.334
2001-04-30,6.04498,5.551,272.675,4.706
2001-05-01,10.6294,6.66,258.498,4.58
2001-05-02,8.77549,7.178,305.996,3.491
2001-05-03,7.13094,6.087,261.535,4.081
2001-05-04,7.86297,4.691,253.788,3.945
2001-05-05,6.44095,4.198,194.321,2.543
2001-05-06,3.21884,2.317,177.413,0.539
2001-05-07,3.97194,2.872,235.491,0.953
2001-05-08,6.17745,4.786,306.478,2.284
2001-05-09,5.7345,5.901,227.695,3.712
2001-05-10,5.66285,5.298,248.269,3.404
2001-05-11,5.12462,4.865,285.14,3.491
2001-05-12,5.4261,5.139,290.345,3.958
2001-05-13,5.01404,6.658,279.041,5.108
2001-05-14,5.07622,6.916,190.625,4.459
2001-05-15,4.53863,5.158,104.515,3.257
2001-05-16,7.51261,5.842,261.355,4.191
2001-05-17,4.63439,7.46,93.19,4.006
2001-05-18,3.09257,2.309,164.592,1.107
2001-05-19,3.05951,2.898,338.853,3.519
2001-05-20,4.64186,6.719,305.348,5.885
2001-05-21,5.02848,6.192,168.749,4.13
2001-05-22,5.88085,7.264,200.81,3.22
2001-05-23,6.16717,8.435,190.396,3.4
2001-05-24,4.40303,7.989,266.78,2.913
2001-05-25,3.97507,6.766,171.008,1.759
2001-05-26,5.51819,8.009,319.845,4.83
2001-05-27,4.98186,9.509,322.325,5.992
2001-05-28,6.28011,11.174,319.92,6.589
2001-05-29,6.62068,12.214,325.217,7.126
2001-05-30,6.75272,12.133,327.379,6.866
2001-05-31,5.88814,7.912,141.437,2.161
2001-06-01,5.24193,2.704,220.247,3.032
2001-06-02,4.83151,2.753,150.146,2.023
2001-06-03,3.74662,-0.023,186.206,0.825
2001-06-04,5.48253,-0.028,362.336,2.352
2001-06-05,7.71517,6.097,341.167,6.429
2001-06-06,4.03711,4.186,120.96,1.982
2001-06-07,7.82387,6.012,321.392,3.214
2001-06-08,7.70112,7.793,193.693,3.413
2001-06-09,3.22565,6.269,66.336,0.36
2001-06-10,1.85414,4.338,45.86,0.397
2001-06-11,3.99106,-0.117,207.426,0.795
2001-06-12,6.05348,3.982,365.888,4.948
2001-06-13,6.4634,6.379,299.103,4.776
2001-06-14,6.43157,5.27,242.18,2.998
2001-06-15,6.25785,9.541,315.519,6.725
2001-06-16,4.34848,5.342,138.273,0.831
2001-06-17,5.42368,4.382,219.62,1.52
2001-06-18,6.14731,3.256,131.775,1.103
2001-06-19,6.5304,3.291,276.291,1.161
2001-06-20,7.0082,5.288,355.318,3.549
2001-06-21,6.69806,8.242,264.682,6.02
2001-06-22,6.36728,8.711,232.079,4.095
2001-06-23,7.89696,8.117,341.119,5.089
2001-06-24,7.67009,10.783,340.35,7.695
2001-06-25,7.59115,11.932,342.554,8.729
2001-06-26,8.48316,13.548,341.465,10.479
2001-06-27,9.29425,13.182,229.879,7.311
2001-06-28,9.24223,9.013,140,1.042
2001-06-29,10.5501,9.512,309.278,3.303
2001-06-30,8.46389,11.111,269.763,5.154
2001-07-01,10.2329,8.449,178.265,2.098
2001-07-02,9.51625,9.367,330.402,4.521
2001-07-03,8.48998,10.605,335.048,6.023
2001-07-04,10.2602,11.45,262.458,5.523
2001-07-05,10.2341,13.34,292.47,8.277
2001-07-06,9.12324,15.848,267.654,11.136
2001-07-07,5.34736,10.111,101.668,5.501
2001-07-08,6.94317,6.873,136.976,1.957
2001-07-09,8.2271,8.048,273.524,2.833
2001-07-10,7.86613,9.913,201.751,3.956
2001-07-11,5.4628,7.609,216.21,1.69
2001-07-12,7.6455,8.45,319.626,3.372
2001-07-13,6.64242,8.335,217.881,2.01
2001-07-14,6.86102,12.004,133.275,6.376
2001-07-15,5.72629,9.677,111.316,1.928
2001-07-16,5.20355,4.182,133.375,0.816
2001-07-17,6.28483,5.812,235.851,1.872
2001-07-18,2.27477,5.444,56.448,0.852
2001-07-19,5.01941,6.012,122.555,0.67
2001-07-20,3.91239,4.473,69.398,0.959
2001-07-21,8.43039,6.988,315.904,3.353
2001-07-22,6.98433,10.56,322.384,8.108
2001-07-23,8.13985,12.155,299.906,6.577
2001-07-24,7.57758,9.745,150.805,1.704
2001-07-25,9.21485,11.035,294.845,4.256
2001-07-26,8.39599,12.632,312.786,6.514
2001-07-27,6.80028,12.625,263.378,6.558
2001-07-28,7.75903,12.848,264.092,6.719
2001-07-29,7.76854,11.919,253.657,5.037
2001-07-30,8.9093,12.494,297.578,5.039
2001-07-31,7.21605,15.037,302.868,8.034
2001-08-01,7.48873,14.903,301.03,6.668
2001-08-02,7.3894,16.722,276.283,9.673
2001-08-03,6.07684,13.606,161.357,5.705
2001-08-04,5.06561,9.555,113.347,1.409
2001-08-05,8.25367,6.931,222.958,2.208
2001-08-06,6.69582,7.628,153.16,2.368
2001-08-07,5.93125,10.017,289.151,3.321
2001-08-08,2.73764,9.682,60.199,2.238
2001-08-09,3.86092,9.279,142.443,1.281
2001-08-10,5.01566,6.296,104.705,1.172
2001-08-11,5.98959,4.657,262.145,2.496
2001-08-12,3.31296,7.603,291.01,5.91
2001-08-13,4.78724,10.454,273.022,7.093
2001-08-14,3.55218,14.334,275.947,9.963
2001-08-15,4.64004,13.784,242.659,8.873
2001-08-16,4.11145,13.264,236.902,6.916
2001-08-17,4.70561,11.199,171.197,2.853
2001-08-18,5.8173,11.609,221.36,5.763
2001-08-19,8.47014,11.359,252.638,5.736
2001-08-20,6.72386,8.919,98.841,1.865
2001-08-21,9.21289,9.079,234.969,3.164
2001-08-22,7.33903,10.495,267.309,4.813
2001-08-23,7.59758,11.403,254.003,5.59
2001-08-24,7.64399,12.254,259.9,6.601
2001-08-25,7.16147,13.513,258.104,7.746
2001-08-26,6.64418,14.461,250.643,6.889
2001-08-27,5.51968,13.625,248.88,7.195
2001-08-28,5.65696,11.913,235.587,3.86
2001-08-29,5.33045,11.74,252.219,6.287
2001-08-30,4.08033,9.096,99.603,1.551
2001-08-31,1.39978,7.178,36.899,0.042
2001-09-01,5.6032400000000004,3.751,132.972,0.747
2001-09-02,5.18423,4.974,175.714,1.262
2001-09-03,5.60024,6.675,244.211,3.637
2001-09-04,4.27047,4.577,72.505,0.738
2001-09-05,5.46547,2.624,86.638,0.591
2001-09-06,6.70652,2.892,236.733,1.715
2001-09-07,6.03686,4.818,77.436,0.632
2001-09-08,7.50669,5.796,78.759,0.283
2001-09-09,4.25554,1.281,187.366,1.617
2001-09-10,3.48441,-0.378,95.386,0.793
2001-09-11,4.47015,0.455,120.21,1.3
2001-09-12,4.01881,1.357,76.932,0.693
2001-09-13,5.96816,4.998,128.171,3.111
2001-09-14,1.31922,2.699,22.139,0.705
2001-09-15,3.57356,1.234,115.748,0.569
2001-09-16,1.52536,0.391,104.944,0.378
2001-09-17,2.18237,-0.727,133.128,0.17
2001-09-18,3.777,0.28,219.932,1.369
2001-09-19,4.49306,1.77,132.167,2.372
2001-09-20,4.96971,4.418,186.079,3.391
2001-09-21,4.55343,3.711,185.012,1.606
2001-09-22,4.47704,3.759,126.878,1.669
2001-09-23,3.02483,4.85,75.133,1.043
2001-09-24,0.886291,5.405,80.304,0.423
2001-09-25,0.839354,3.803,33.721,0.017
2001-09-26,3.00638,1.648,101.694,0.85
2001-09-27,4.43042,4.611,174.974,2.95
2001-09-28,4.84182,6.278,191.65,4.289
2001-09-29,2.65021,6.015,74.471,3.623
2001-09-30,2.09023,5.302,62.183,0.469
2001-10-01,4.75683,7.213,143.099,4.157
2001-10-02,6.44264,11.352,178.506,7.386
2001-10-03,6.65249,8.755,177.283,5.867
2001-10-04,4.84906,4.744,84.884,0.659
2001-10-05,6.11461,5.311,122.361,2.668
2001-10-06,7.49812,8.152,162.389,4.379
2001-10-07,3.65234,7.015,62.093,1.355
2001-10-08,5.48766,6.889,126.516,3.369
2001-10-09,4.34583,5.886,134.175,2.66
2001-10-10,3.48391,5.807,125.366,2.673
2001-10-11,3.609,6.366,163.013,4.129
2001-10-12,3.91925,8.693,155.799,7.346
2001-10-13,4.36291,9.895,152.94,7.678
2001-10-14,3.38752,8.345,151.098,5.843
2001-10-15,3.9226,8.062,143.66,5.644
2001-10-16,3.1286,6.307,124.397,2.085
2001-10-17,3.8864899999999998,7.357,142.042,4.81
2001-10-18,3.6272,6.247,144.299,4.889
2001-10-19,3.65124,6.234,108.192,3.88
2001-10-20,3.78079,7.375,84.404,3.788
2001-10-21,2.82597,3.162,80.255,0.323
2001-10-22,3.01275,2.282,142.069,1.741
2001-10-23,3.0589,3.594,103.256,3.302
2001-10-24,2.5184,2.312,74.437,0.738
2001-10-25,2.04633,1.571,56.079,0.39
2001-10-26,2.9355,2.226,132.052,2.478
2001-10-27,2.5866,2.473,123.184,2.701
2001-10-28,2.32929,3.298,126.707,2.454
2001-10-29,1.35486,4.084,98.491,2.835
2001-10-30,2.02319,5.489,99.415,4.175
2001-10-31,1.82303,6.457,108.398,5.961
2001-11-01,1.61713,-1.294,127.271,0.653
2001-11-02,1.41039,-1.228,118.062,1.833
2001-11-03,2.06741,2.202,115.005,3.042
2001-11-04,1.99151,2.836,113.3,3.112
2001-11-05,0.594151,-0.232,71.287,0.799
2001-11-06,1.1463,-1.022,39.874,0.392
2001-11-07,1.4502,-0.119,58.024,0.176
2001-11-08,1.81113,0.546,78.003,0.603
2001-11-09,1.41887,-4.261,43.508,0.794
2001-11-10,-0.511087,-5.135,111.155,0.853
2001-11-11,0.279374,0.593,51.776,1.133
2001-11-12,-0.0185309,1.082,24.208,0.839
2001-11-13,0.10365,-2.158,41.791,0.955
2001-11-14,0.0791845,-3.96,53.117,0.555
2001-11-15,-0.393327,-4.223,101.39,1.102
2001-11-16,0.0718047,-0.693,98.381,3.004
2001-11-17,0.379615,1.086,93.066,3.941
2001-11-18,-0.158694,-0.777,91.278,3.281
2001-11-19,-0.982619,-2.109,78.574,1.898
2001-11-20,-0.724447,-2.689,92.713,2.106
2001-11-21,-0.0227935,-1.456,91.726,3.293
2001-11-22,-0.246659,-2.255,68.888,2.373
2001-11-23,-0.697583,-5.202,42.831,0.866
2001-11-24,-0.257348,-5.35,55.262,0.523
2001-11-25,0.167578,-2.015,44.894,0.137
2001-11-26,0.641961,-1.276,70.406,0.239
2001-11-27,0.843042,-1.55,35.963,0.243
2001-11-28,-0.0415115,-3.108,61.15,0.64
2001-11-29,0.28955,-3.511,82.473,0.899
2001-11-30,1.5886,-0.246,32.731,0.045
2001-12-01,2.6377,2.001,35.659,0.015
2001-12-02,2.54666,0.856,47.159,0.048
2001-12-03,1.83938,-0.463,60.266,0.44
2001-12-04,2.36443,-0.554,44.012,0.74
2001-12-05,1.88726,-0.831,36.146,0.153
2001-12-06,2.61283,-0.85,28.122,0.589
2001-12-07,0.303668,-3.632,51.382,0.533
2001-12-08,-0.634657,-4.982,79.946,1.492
2001-12-09,-0.336118,-3.481,76.708,2.74
2001-12-10,-0.120375,-3.625,75.347,2.953
2001-12-11,0.69974,-3.044,46.772,1.872
2001-12-12,0.204856,-4.476,74.753,0.373
2001-12-13,-0.637646,-7.81,40.96,0.729
2001-12-14,-0.098279,-10.839,79.335,1.12
2001-12-15,0.0379335,-6.721,77.699,2.064
2001-12-16,-0.236179,-8.036,77.738,1.645
2001-12-17,-0.335103,-8.166,65.007,1.454
2001-12-18,-0.387358,-6.165,75.386,1.828
2001-12-19,-0.634129,-3.895,75.11,2.699
2001-12-20,-0.669503,-7.011,57.534,1.135
2001-12-21,-0.556376,-8.871,67.943,1.828
2001-12-22,0.0945887,-5.245,37.917,0.931
2001-12-23,-0.00432621,-9.014,60.797,0.602
2001-12-25,0.344401,-4.729,54.049,1.36
2001-12-26,0.579953,-5.029,33.706,0.981
2001-12-27,-0.328497,-9.281,71.918,1.045
2001-12-28,0.478407,-3.348,66.691,0.56
2001-12-30,2.02796,-6.505,76.81,0.934
2001-12-31,0.836173,-9.677,53.835,0.603
2002-01-01,-1.20175,-11.294,81.646,1.077
